Context,Utterance,Label
"you do n't want a comma there __eou__ __eot__ so what do i need ? : s __eou__ __eot__ i havent read your stori , what would you do , what filesystem be sda3 ? __eou__ __eot__ sda3 be ntfs.. i want to make it noexec so that file be not consid as execut __eou__ where do i put it in the line ? __eou__ __eot__ like : /dev/sda3 /media/data ntfs rw , nosuid , nodev , noatim , allow_oth , umask=0000 , fmask=0111 0 0 __eou__ __eot__ i ll tri it.. then reboot __eou__ __eot__ whi ? __eou__ __eot__ the partit be alreadi mount __eou__ __eot__ sudo umount /media/data & & sudo mount /media/data after fstab-chang __eou__ __eot__ oww : p love : p ok.. let me check it .. 2 sce __eou__ no chang ! __eou__ i write this : /dev/sda3 /media/data ntfs rw , fmask=011 , noexec 0 0 __eou__ no chang __eou__ __eot__ last idea : umask=0000 , fmask=0111 without quot ! __eou__ __eot__ arghh : p __eou__ noth : ( __eou__ dammm man i love u : p __eou__ i forget the 1 in the end : p ... can u pleas tell me that do they mean ? __eou__ __eot__ man fstab tell you __eou__ http : //www.mjmwired.net/kernel/documentation/filesystems/ntfs.txt __eou__ __eot__ i know abwt fstab.. i make it auto on my own : p but i do not know about umask and fmask : p __eou__ check it now __eou__ __eot__","i would guess it 's in /etc/gdm , but i 'm not sure ... i would say the doc would be your best bet for this one __eou__",0
"how could i mount a fat32 usb stick ? i do `` sudo mount /dev/sda1 /mnt/usb '' but it ask me for the filetyp __eou__ __eot__ sudo mount /dev/sda /media/usb __eou__ __eot__ no , i 'm on an old pc with other linux distro , and when i tri to mount the usb stick i need to use sudo mount /dev/sda1 /mnt/usb -t somethingmor __eou__ __eot__ sorri , i have no idea __eou__ your mem be too low , __eou__ win98 can run on it , hahah __eou__ __eot__ i have just uninstal it , and you suck __eou__ __eot__",: ( __eou__,1
"hi all , be there packag avail with a newer kernel then in 6.06 ? __eou__ __eot__ noth offici and noth unoffici that i be awar of __eou__ __eot__",hmm ... kk : / __eou__ thx anyway __eou__,1
"playback of .wma 's be jerki , what should i do ? __eou__ __eot__ dont support wma and it nazi-ish leader/push __eou__ __eot__",tough . __eou__,1
tri this . sudo aptitud reinstal ~i mysql ' __eou__ __eot__ will this eras my databas ? __eou__ __eot__ no __eou__ you could also do this after that . sudo aptitud instal -f __eou__ __eot__,"wow , well do __eou__ inde __eou__ too bad alexc have just leave __eou__",0
"be there ani program you would recommend for test my ram , not sure what ubuntu get instal __eou__ __eot__ ubuntu have memtest86 , you can boot to it as you would a differ kernel __eou__ __eot__",ok ill tri that __eou__,1
"inde , but memory-wis , there 's not much differ __eou__ __eot__ yes . __eou__ __eot__","but of cours , webkit will fix it __eou__",1
how do i find out my system architectur ( 64bit ) ? __eou__ __eot__ what cpu ? __eou__ __eot__ amd turion 64 x2 __eou__ __eot__,"that 's fine , but your attitud be not necessari . __eou__",0
my network manag icon crash and disappear . how do i get it back without reboot ? __eou__ any1 know whi networkmanag would say : the vpn connect vpn0 ' failedbecaus the vpn servic fail to start . __eou__ __eot__ tri instal vpnc __eou__ __eot__ will vpnc conflict or compliment openvpn which i alreadi instal ? __eou__ __eot__,compliment it __eou__,1
"no help . that 's cold __eou__ __eot__ for speccif xubuntu question there be # xubuntu , most peopl here use onli gnome __eou__ __eot__","that 's a music player when you run it , it will show the status , just check wether you be get that in notif area __eou__ nop , i do n't know the exact command for that ; ) __eou__ or just run anyth which show the status in notif area , if that work , your notifc area be good ... els need to edit the file . get to find some expert for that . __eou__ anyth , if you don ; t have rhythm box , tri pidgin __eou__",0
"choos file permiss | i know how to _use_ chmod , but it 's hard to know which permiss to _choose_ . can someon enlighten me ? __eou__ __eot__ what be the context ? __eou__ __eot__",it 's more involv than that __eou__,0
"blizzkid : this a bad problem on laptops..mi wife asus laptop never get fix : ( __eou__ : ) __eou__ by choic ? __eou__ __eot__ be mono protet from the evil of the m $ /novel deal ? __eou__ __eot__ i believ the project run under the mozilla open sourc license..and mani peopl love the model __eou__ the freeswitch guy know a ton about it . __eou__ __eot__ java also rock __eou__ but , i would be sad if mono go away becaus of microsoft 's ip law __eou__ __eot__",i wouldnt surpris if it be protect by sun or someon eventu __eou__,1
"doe anyon know where gnome-volume-manag ( or hal or whatev ) store it 's option ? i want usb drive to be access to all user read/writ , but they seem to onli be for the user log in when they be plug in __eou__ __eot__ tri simpli chang permiss on desir mount volum . __eou__ __eot__ but when i unplug/replug will it keep them ? __eou__ __eot__ i do n't know . __eou__ __eot__ i ll give it a go anyway __eou__ __eot__ whi ? __eou__ __eot__ ibm sell their x86 pc busi to lenovo , and now their main chip be powerpc ( which be n't `` ibm compat '' ) __eou__ __eot__ be you still interest in mount ? __eou__ __eot__ it be main for geev8 , but i be also slight interest for my dad 's comput ( i be the onli user on mine , and i use the mount command most ) __eou__ make sure you use swapoff first __eou__ you would probabl destroy everyth on it after resiz , so just `` sudo swapoff /dev/devicenam '' then resiz it then `` sudo mkswap /dev/devicenam '' and final `` sudo swapon /dev/devicenam '' __eou__ __eot__ then just part and swapon ? __eou__ doe this mean that it be imposs to re-partit the onli block devic , from which system be boot ? __eou__ __eot__","you can repartit an activ drive , just do n't touch ani activ partit . that mean unmount anyth or swapoff anyth . the obvious except be / which you can not unmmount , so it must be resiz from a livecd __eou__",1
or df -h __eou__ __eot__ doe df take longer to process the size of remot disk ? __eou__ __eot__,"i get sick of build everyth from scratch , that be whi i convert to a much more usabl os , ergo ubuntu ! ! ! __eou__",0
"! fixr | thingus __eou__ __eot__ i look over that page alreadi , noth on it fix my problem . __eou__ __eot__","find it , bandwidthd . how be the trial so far ? __eou__",0
"if i switch to kde for a littl , will it have my set save for my network and stuff ? __eou__ __eot__ best way be to instal kde-desktop , then u can choos which desktop to use whne log in __eou__ __eot__ okay , that 's what i be do now , i do it befor and it do n't save my stuff and it break a lot of program . __eou__ __eot__ chang session/kd from login window when kde-desktop be instal , apt-get instal kde-desktop or thru synapt __eou__ wow , it break someth ? never see that happen __eou__ what od you mean , didnt save your stuff ? __eou__ what happen ? __eou__ kde and gnome and xfce should be abl to live on the same comp just fine : ) __eou__ __eot__ i alreadi instal kde __eou__ __eot__ oki __eou__ __eot__ last time i do the apt-get thing , i go into kde and all my network stuff be go , it do n't recogn my card at all anymor , and no game would work and a lot of program either __eou__ __eot__",wow __eou__ well..that weird __eou__ dont know what could caus that __eou__,1
"whi be i get ( connect refus ) when connect to proftpd ? __eou__ __eot__ it 's a local or remot machin ? __eou__ be the servic run alreadi ' __eou__ /etc/init.d/proftpd restart - > just to make sure __eou__ __eot__ it start from inetd __eou__ __eot__ when you connect it ask for user and password or it refus befor that ? __eou__ well , you may have the ftp run on a port ! = 21 , you may not have the proftpd conf accept connect __eou__ it realli can be lot of thing =| __eou__ __eot__",be you there ? __eou__,1
"hello everyon ! i 'm a n00b at c/c++ and be use to use ide 's in the window environ . howev , i 'm interest in learn how to program use linux so i can be on my way to code for univers platform : p i 'm realli new at c/c++ , can someon point me to the right direct on where to begin ? mayb suggest a good ide or it compon , and possibl some real easy-to-follow tutori ? __eou__ __eot__ googl __eou__ vim + syntax highlight work great __eou__ googl gcc __eou__ hope you have gzz __eou__ __eot__ i have no idea haha __eou__ __eot__ which gcc __eou__ __eot__ like i say i 'm real new at this , i ve just creat my first hello world app in window yesterday use visual c++ 6.0 haha __eou__ __eot__ what be the point of your ide ? __eou__ you dont need an ide for c __eou__ __eot__","the old kboard port be dodgi ... onli a usb kboard work , and then onli after i boot into mandrak __eou__",0
"how can i configur my audio driver __eou__ __eot__ dpkg -l | grep /bin/ __eou__ that ll give you a list of probabl program __eou__ __eot__ how do i run a packag from command line __eou__ __eot__ packag could instal a number of file , and the binari be name arbitrarili . like i say , use that command to find like candid __eou__ type the name . __eou__ /usr/bin/foobar get run on `` foobar '' __eou__ __eot__ it not run __eou__ __eot__ what packag be we talk about ? __eou__ __eot__ vux __eou__ __eot__ it 'd be vux ' or vuxctl ' __eou__ __eot__",whi ? __eou__,0
could someon help me ? i need to set up a daemon to auto-start on everi startup __eou__ __eot__ you can use init to start stuff __eou__ __eot__,"thank , i ll search that __eou__",1
"can anyon help me ? have some troubl regard ram in ubuntu 10.04. the problem be : i have 4gb of ram instal , but onli 2.7gb be show . also , i be alreadi use the pae kernel __eou__ __eot__ it doe seem strang __eou__ tri top and see if it show 4gb __eou__ tri top and see if it show 4gb in mem __eou__ tri top in termin and see if it show 4gb in mem __eou__ __eot__",/dev/sdc be my os drive __eou__,0
"can anyon figur out whi my address bar in firefox no longer use the `` i 'm feel lucki '' featur ? __eou__ __eot__ two word : do n't . __eou__ __eot__ umm , no i realli like this featurea nd now it 's go __eou__ __eot__",= ) __eou__ hmm . ok. then.. no idea . __eou__,1
"anyon ever use part magic ? ? be there a channel i can ask for help ? __eou__ __eot__ partit magic ? __eou__ __eot__ no . part magic be a live cd distro base on gpart and it contain some similar program for clone etc __eou__ __eot__ do n't know it , will googl , i know gpart live cd __eou__ __eot__ what app other than gpart doe that live cd contain ? and can it be set to copi itself to ram or not ? __eou__ __eot__ gpart run from usb , pxe or live cd __eou__ gpart live doe n't contain addit prog __eou__ __eot__ i dont realli consid it as a featur becaus i alway use live cd __eou__ but it 100mb big ! part magic be half of it and contain even firefox ! __eou__ enhanc as in ? __eou__ can it boot from ram ? __eou__ the ubuntu live cd can run from ram ! and load of other live cds __eou__ but i want it to load to ram ! i want to use the drive to take some backup ! __eou__ not all pcs boot from usb __eou__ __eot__",money in the bank . you rule . __eou__,0
"hey guy possibl a dumb question . i have my httpd set to run as apach : apach in my httpd.conf and i do a chown on my web directori to foo : apach and set permiss u+wrx , g+r but apach still wont ' read them unless i make apach a member of the foo group in /etc/group ... should n't i not have to make it a member of the group sinc i set the group to apach ? __eou__ __eot__ check if apach be actual a mamber of the apach group __eou__ __eot__ apach : x:48 : apach __eou__ __eot__ do you do chown -r on the direcotri __eou__ __eot__ yes __eou__ the direcotri be acut 755 __eou__ __eot__ that should work fine ( work fine for me here ) __eou__ __eot__",thank . that seem like a lot of work ! __eou__,0
"hey __eou__ how do i start/restart/stop a mysql server in ubuntu ? __eou__ __eot__ from the command line , you type : sudo /etc/init.d/mysql start ( or stop ' or restart ' ) __eou__ __eot__ that 's the guid im follow atm __eou__ __eot__",except for slackwar . ; d __eou__,0
